ISIN,SYMBOL,SERIES,TYPE,HAIRCUT,NAV
INF0QA701888,152782,DR,OMF,9.00,9.94
INF174KA1WN9,153660,GR,OMF,9.00,9.56
INF277KA1DA2,153132,GR,OMF,9.00,10.16
INF109K1A377,153685,GR,OMF,9.00,10.86
INF179K01CS0,105757,DP,OMF,10.45,51.45
INF179K01CT8,105757,DR,OMF,10.45,51.45
INF846K019W9,152731,GR,OMF,9.00,10.14
INF754K01SS6,152616,GR,OMF,9.00,9.95
INF740K01805,113153,DP,OMF,11.18,59.57
INF846KA1143,153623,DP,OMF,9.00,9.84
INF204K01FR1,112941,DP,OMF,9.00,13.07
INF204K01FS9,112941,DR,OMF,9.00,13.07
INF204K01FQ3,112938,GR,OMF,9.00,37.73
INF204K01FL4,101665,GR,OMF,9.00,56.00
INF204K01FM2,101667,DP,OMF,9.00,11.54
INF204K01FN0,101667,DR,OMF,9.00,11.54
INF677K01064,151076,GR,OMF,9.59,138.85
INF740K01326,100082,DP,OMF,9.00,26.97
INF205K01205,105459,DP,OMF,9.26,48.48
INF205K01197,105459,DR,OMF,9.26,48.48
INF205K01189,105460,GR,OMF,9.00,132.33
INF205K01221,106316,DR,OMF,9.00,17.41
INF205K01213,106317,GR,OMF,9.00,52.23
INF194K01532,108597,DP,OMF,9.66,27.59
INF194K01466,108592,GR,OMF,9.00,88.25
INF194K01474,108593,DP,OMF,9.21,18.90
INF194K01649,108845,GR,OMF,9.00,34.24
INF194K01656,108847,DP,OMF,12.65,10.69
INF194K01342,108909,GR,OMF,9.00,146.38
INF194K01359,108908,DP,OMF,9.00,36.59
INF336L01CJ3,120043,GR,OMF,10.80,38.62
INF200KA1A63,146641,DR,OMF,9.00,23.85
INF194K01581,108995,GR,OMF,9.00,32.27
INF769K01IE5,150360,GR,OMF,9.00,13.05
INF194K01292,111569,GR,OMF,9.00,153.75
INF194K01300,111570,DP,OMF,9.00,31.05
INF204KB12W7,148518,GR,OMF,10.91,33.93
INF204KB16X6,148642,GR,OMF,9.00,21.23
INF740K01615,100084,GR,GMF,10.00,99.42
INF109K01FR2,102136,DP,OMF,9.00,171.25
INF179KC1JR0,153861,GR,OMF,9.00,9.99
INF767K01840,101867,DR,OMF,9.00,14.56
INF194KB1DV7,150636,GR,OMF,9.00,15.59
INF789F01BB4,102009,GR,GMF,10.00,4123.16
INF789F01BF5,100723,GR,GMF,10.00,7600.31
INF194K01LO9,108757,DP,GMF,10.00,10.26
INF397L01KW1,152020,DR,OMF,9.13,32.19
INF903J01512,100614,DP,OMF,9.00,15.09
INF194K01979,112331,DR,OMF,9.00,26.70
INF174KA1GY9,148979,DP,OMF,9.00,15.67
INF084M01DM9,131865,GR,OMF,9.00,39.72
INF767K01501,107763,GR,OMF,11.64,55.23
INF00XX01473,147714,GR,GMF,5.00,1370.90
INF397L01JT9,152006,DP,OMF,11.37,33.62
INF205K01CF0,106653,DR,OMF,12.58,44.64
INF174KA1IN8,149854,DR,OMF,9.00,13.13
INF044D01BI4,117312,GR,OMF,9.00,54.18
INF044D01757,108403,DR,OMF,9.00,68.56
INF760K01FI1,118282,GR,OMF,9.00,64.54
INF174K01DW1,106442,DR,OMF,10.29,40.83
INF767K01FJ4,120308,GR,OMF,9.00,154.98
INF846K01DQ6,120472,DP,OMF,13.94,44.03
INF205K01B49,129188,GR,OMF,9.00,41.23
INF205K010Q5,143534,DP,OMF,9.00,21.23
INF740K01318,100081,GR,OMF,9.00,351.44
INF740K01136,102435,DP,OMF,11.11,31.42
INF740K01094,103819,GR,OMF,9.00,620.14
INF740K01102,104482,DP,OMF,10.12,29.09
INF740K01128,104481,GR,OMF,9.00,152.74
INF917K01GE4,151060,GR,OMF,9.00,41.01
INF740K01169,104773,DP,OMF,9.00,22.05
INF740K01185,104772,GR,OMF,9.00,138.76
INF174K01161,114457,DR,OMF,9.00,72.56
INF174K01153,114458,GR,OMF,9.00,562.11
INF174K01443,100286,DR,OMF,9.00,37.94
INF200K01883,100928,DP,OMF,9.00,22.04
INF200K01289,101530,DP,OMF,9.00,290.81
INF200K01297,101530,DR,OMF,9.00,290.81
INF200K01305,103024,GR,OMF,9.00,643.68
INF200K01230,103216,DP,OMF,9.00,47.79
INF200K01248,103216,DR,OMF,9.00,47.79
INF200K01396,102765,DR,OMF,9.00,70.38
INF200K01370,102756,GR,OMF,9.00,384.80
INF200K01453,100644,DP,OMF,9.00,310.48
INF200K01461,100644,DR,OMF,9.00,310.48
INF200K01446,102823,GR,OMF,9.00,492.87
INF200K01131,104458,DP,OMF,9.00,18.85
INF200K01149,104458,DR,OMF,9.00,18.85
INF200K01156,104457,DP,OMF,9.00,35.84
INF200K01164,103616,DP,OMF,9.00,53.61
INF200K01172,103616,DR,OMF,9.00,53.61
INF277K01303,100414,GR,OMF,9.00,438.79
INF846KA1168,153624,GR,OMF,9.00,9.97
INF173K01BC9,149586,DR,OMF,9.00,13.11
INF277K01451,101672,GR,OMF,9.00,345.40
INF174KA1XE6,153756,DP,OMF,9.00,10.51
INF740K01284,112126,GR,OMF,11.20,29.94
INF223J01QD0,138376,GR,OMF,9.00,57.81
INF204KC1AF3,151392,GR,OMF,9.00,12.82
INF204K01GF4,104638,DP,OMF,9.00,32.85
INF204K01GG2,104638,DR,OMF,9.00,32.85
INF204K01GC1,103086,DP,OMF,9.66,41.66
INF204K01GD9,103086,DR,OMF,9.66,41.66
INF204K01CH9,102675,DP,OMF,9.00,11.17
INF204K01CK3,102675,DR,OMF,9.00,11.17
INF00XX01BC4,149029,GR,OMF,9.00,13.53
INF204K01CB2,109721,DP,GMF,10.00,39.27
INF204K01BV2,109723,DP,GMF,10.00,10.79
INF204K01BW0,109723,DR,GMF,10.00,10.79
INF582M01CS1,141250,DR,OMF,9.00,23.09
INF917K01D38,151158,GR,OMF,9.00,27.84
INF090I01AB3,106979,GR,OMF,9.00,45.43
INF582M01CV5,141249,DP,OMF,9.00,24.73
INF174V01176,140446,DR,OMF,9.00,14.00
INF959L01DK8,143166,DR,OMF,9.00,21.62
INF663L01NZ3,139821,DR,OMF,9.00,22.22
INF955L01ID0,147377,GR,GMF,10.00,1493.41
INF903J01HG9,112870,DR,OMF,9.00,18.29
INF277K01PK1,119287,DP,OMF,9.00,205.64
INF204K01CM9,100388,GR,OMF,9.00,26.78
INF761K01DW5,143620,GR,OMF,9.00,14.55
INF204K01CL1,100387,GR,OMF,9.00,93.14
INF200K01321,103146,DR,OMF,10.05,64.75
INF336L01IG6,129191,GR,OMF,9.00,40.96
INF760K01JO1,147534,GR,GMF,5.00,1406.69
INF666M01162,116547,GR,OMF,9.00,42.73
INF336L01DE2,120059,GR,OMF,9.00,48.89
INF247L01940,147626,DP,OMF,9.00,25.74
INF754K01PN3,150727,GR,OMF,9.00,13.13
INF204K01EJ1,100857,DP,OMF,9.00,11.71
INF137A01011,106168,DP,OMF,9.72,66.01
INF204K01EN3,111748,GR,OMF,9.00,3787.41
INF760K01324,101588,GR,OMF,9.00,56.91
INF336L01IF8,129192,DR,OMF,9.00,29.89
INF204K01FG4,102174,DP,OMF,9.00,12.23
INF204K01FX9,112937,DP,OMF,9.00,26.54
INF204K01FY7,112937,DR,OMF,9.00,26.54
INF204K01315,100376,GR,OMF,9.66,747.35
INF200K01BD8,112923,DP,OMF,11.71,34.75
INF109KC14B6,149999,GR,OMF,9.00,13.13
INF761K01652,119350,GR,OMF,9.00,107.16
INF846K019H0,149936,GR,OMF,10.52,21.53
INF767K01FF2,120307,GR,OMF,9.00,143.60
INF277KA1372,150326,GR,OMF,9.00,13.24
INF200K01313,103146,DP,OMF,10.05,64.75
INF582M01EQ1,145472,DP,OMF,9.00,28.91
INF761K01462,111712,GR,OMF,9.00,35.17
INF336L01784,101686,DP,OMF,9.00,10.67
INF173K01254,149675,DR,OMF,9.00,14.20
INF917K01D79,151160,GR,OMF,10.78,31.59
INF955L01BD5,119400,GR,OMF,9.00,33.66
INF247L01890,147620,DP,OMF,9.14,21.57
INF740K019I5,131301,GR,GMF,10.00,23.10
INF109KC1O66,148600,GR,OMF,9.00,23.23
INF740KA1MG9,146381,GR,OMF,10.78,28.51
INF336L01DW4,120073,GR,OMF,9.00,72.07
INF789F01505,100668,DR,OMF,9.00,204.33
INF789F01513,100669,GR,OMF,9.00,309.06
INF789F01570,102532,GR,OMF,9.00,4495.56
INF789F01554,109501,DR,OMF,9.00,1050.41
INF789F01562,102531,DR,OMF,9.00,1422.70
INF789F01604,100814,GR,GMF,5.00,3692.59
INF789F01737,102396,DP,OMF,9.33,76.35
INF789F01802,102393,DR,OMF,9.00,144.91
INF789F01810,102394,GR,OMF,9.00,306.23
INF789F01893,102535,GR,OMF,9.00,70.70
INF789F01919,102536,DR,OMF,9.00,17.00
INF789F01927,102533,DP,OMF,9.00,70.74
INF789F01828,100739,DP,OMF,9.00,203.52
INF789F01836,100739,DR,OMF,9.00,203.52
INF789F01844,100740,GR,OMF,9.00,394.73
INF204KB1YQ1,143704,GR,OMF,9.00,18.88
INF789F01976,100651,GR,OMF,9.00,260.78
INF789F01AE0,103097,DP,OMF,9.00,47.76
INF789F01AF7,103097,DR,OMF,9.00,47.76
INF789F01AG5,103098,GR,OMF,9.00,163.88
INF789F01AH3,106383,DP,OMF,9.00,24.95
INF789F01794,102393,DP,OMF,9.00,144.91
INF789F01877,102534,DP,OMF,9.00,44.72
INF789F01885,102534,DR,OMF,9.00,44.72
INF789F01AI1,106383,DR,OMF,9.00,24.95
INF209K01090,103164,DP,OMF,9.00,187.91
INF209K01CB1,103164,DR,OMF,9.00,187.91
INF209K01108,107745,GR,OMF,9.00,61.25
INF209K01157,100034,DP,OMF,9.26,135.06
INF209K01165,100033,GR,OMF,9.00,927.34
INF789F01AJ9,106384,GR,OMF,9.00,47.19
INF789F01349,105578,DR,OMF,9.00,1077.55
INF789F01331,102540,GR,OMF,9.00,6681.98
INF789F01273,102397,DP,OMF,9.81,131.08
INF789F01281,102397,DR,OMF,9.81,131.08
INF789F01299,102398,GR,OMF,9.74,284.26
INF209K01BO6,103173,DP,OMF,9.00,38.01
INF209K01BR9,103174,GR,OMF,9.00,510.67
INF740K01037,105875,GR,OMF,9.00,102.80
INF740K01011,100080,DP,OMF,9.39,58.33
INF740K01029,100080,DR,OMF,9.39,58.33
INF740K01151,102434,GR,OMF,9.98,362.47
INF740K01243,101635,GR,OMF,9.00,457.83
INF740K01227,101636,DP,OMF,9.00,23.34
INF740K01235,101636,DR,OMF,9.00,23.34
INF090I01155,100470,DP,OMF,9.00,41.66
INF090I01163,100470,DR,OMF,9.00,41.66
INF090I01171,100471,GR,OMF,9.00,992.08
INF090I01205,102883,GR,OMF,9.00,187.44
INF179K01442,102452,GR,OMF,9.00,61.26
INF179K01475,102453,DP,OMF,9.00,10.07
INF179K01483,102453,DR,OMF,9.00,10.07
INF179K01434,105548,DR,OMF,9.00,10.14
INF179K01582,101763,DP,OMF,9.00,72.82
INF179K01590,101763,DR,OMF,9.00,72.82
INF179K01608,101762,GR,OMF,9.00,2015.20
INF179K01AA2,102148,DP,OMF,9.00,13.51
INF179K01AC8,102149,DP,OMF,9.00,14.21
INF179K01AE4,102147,GR,OMF,9.00,84.04
INF179K01CR2,105758,GR,OMF,9.00,205.08
INF179K01AZ9,101980,DP,OMF,9.01,65.99
INF179K01BA0,101980,DR,OMF,9.01,65.99
INF179K01BB8,101979,GR,OMF,9.00,1359.62
INF179K01BC6,102001,DP,OMF,9.53,51.38
INF179K01BD4,102001,DR,OMF,9.53,51.38
INF179K01BE2,102000,GR,OMF,9.00,1121.98
INF209K01793,102767,GR,OMF,9.00,48.96
INF109K01AF8,102594,GR,OMF,9.00,460.15
INF109K01761,101144,GR,OMF,9.00,800.06
INF109K01779,101143,DR,OMF,9.00,34.36
INF109K01ED5,101143,DP,OMF,9.00,34.36
INF109K01BM2,108465,DR,OMF,9.00,29.19
INF109K01EP9,108465,DP,OMF,9.00,29.19
INF109K01BL4,108466,GR,OMF,9.00,108.28
INF109K01AV5,103149,GR,OMF,9.20,204.86
INF194K01391,108594,GR,OMF,9.00,208.52
INF200K01347,100915,DP,OMF,9.00,64.50
INF200K01354,100915,DR,OMF,9.00,64.50
INF200K01362,102414,GR,OMF,9.00,371.95
INF200K01479,103883,DP,OMF,9.00,88.42
INF200K01495,105628,GR,OMF,9.00,436.13
INF204K01AB6,101264,DP,OMF,11.31,66.86
INF204K01AC4,101264,DR,OMF,11.31,66.86
INF204K01455,101163,DP,OMF,9.26,59.56
INF204K01463,101163,DR,OMF,9.26,59.56
INF204K01489,101161,GR,OMF,9.00,302.37
INF204K01CG1,102673,GR,OMF,9.00,48.00
INF204K01299,100375,DP,OMF,10.78,120.73
INF204KB1ZE4,143712,DP,OMF,9.00,11.93
INF740K01QK6,119238,DR,OMF,9.00,2531.09
INF247L01726,145946,GR,GMF,10.00,14.61
INF204KB1ZB0,143702,GR,OMF,9.00,18.41
INF846K01R46,147568,GR,GMF,10.00,1526.37
INF879O01084,143262,DR,GMF,10.00,1003.99
INF179K01WN9,119065,DP,OMF,9.00,734.68
INF205K01RF8,120497,GR,OMF,9.00,3610.50
INF846K01Q62,147567,GR,GMF,10.00,1542.94
INF769K01FE1,147739,GR,GMF,5.00,1390.69
INF109K01Q31,120191,DP,GMF,10.00,192.61
INF179K01LA9,101281,GR,OMF,9.00,716.26
INF205K01RM4,106177,GR,OMF,9.00,3355.75
INF879O01035,143260,GR,GMF,10.00,1539.06
INF740K01QI0,119238,DP,OMF,9.00,2531.09
INF789F1A447,144345,GR,OMF,9.00,17.36
INF204KB1ZF1,143712,DR,OMF,9.00,11.93
INF090I01SO8,147213,GR,GMF,5.00,1418.38
INF277K017Q3,145724,GR,OMF,9.00,16.14
INF277K015Q7,145723,GR,OMF,9.00,15.22
INF204K01E62,118674,DR,GMF,10.00,24.15
INF955L01476,111707,DR,GMF,10.00,1001.22
INF955L01484,111704,GR,GMF,10.00,3190.02
INF846K01X71,148634,GR,OMF,9.00,20.86
INF179KC1AO6,148609,GR,OMF,9.00,26.45
INF846K01X89,148632,DP,OMF,9.00,17.47
INF179KC1AZ2,141922,DR,OMF,10.05,15.61
INF789F1AUP3,148616,DP,OMF,9.92,27.05
INF174KA1FE3,148603,DP,OMF,9.00,16.62
INF109KC1P24,148651,GR,OMF,9.00,26.41
INF109KC1P40,148652,DP,OMF,9.00,19.23
INF109KC1O90,148653,GR,OMF,9.00,24.78
INF179KC1AT5,148611,DR,OMF,9.13,19.54
INF174K01351,112089,DP,OMF,9.00,51.62
INF740K01334,100082,DR,OMF,9.00,26.97
INF174KA1FF0,148602,GR,OMF,9.00,16.62
INF179KC1AW9,141921,DR,OMF,9.92,17.42
INF789F1AUO6,148617,GR,OMF,9.92,27.05
INF179KC1AR9,148610,GR,OMF,9.00,24.52
INF917K01239,151033,DP,OMF,11.91,86.39
INF917K01122,151042,DR,OMF,9.00,11.24
INF917K01544,151038,DP,OMF,12.51,36.69
INF846K01Y21,148633,DR,OMF,9.00,16.30
INF174KA1FI4,148606,GR,OMF,9.00,18.15
INF789F1AZL1,153087,GR,OMF,9.00,9.57
INF179KC1AQ1,148608,DR,OMF,9.00,21.43
INF789F1AUQ1,148618,GR,OMF,9.98,29.42
INF109KC1P32,148652,DR,OMF,9.00,19.23
INF194K01BZ6,114477,DP,OMF,11.58,37.63
INF109K01498,100355,DR,OMF,9.00,43.41
INF109K01BE9,104681,DR,OMF,9.00,15.42
INF179KC1AS7,148611,DP,OMF,9.13,19.54
INF846K01Y13,148633,DP,OMF,9.00,16.30
INF846K01X97,148632,DR,OMF,9.00,17.47
INF789F1AUR9,148619,DP,OMF,9.98,29.42
INF846K01172,112278,DP,OMF,9.00,17.38
INF109KC1P16,148654,DP,OMF,9.00,17.72
INF846K01594,112721,GR,OMF,9.00,32.49
INF846K01552,112216,DP,OMF,9.00,1012.90
INF846K01131,112323,GR,OMF,9.00,95.58
INF179KC1AX7,141923,GR,OMF,9.40,21.77
INF843K01AO4,140228,GR,OMF,9.79,126.92
INF277K011O1,145206,GR,OMF,10.05,43.07
INF846K01Y05,148631,GR,OMF,9.00,19.47
INF179K01954,100123,DR,OMF,9.00,11.53
INF109K01JP8,100368,DR,GMF,10.00,17.74
INF677K01213,151111,DP,OMF,10.25,49.31
INF090I01551,103361,DR,OMF,10.98,44.15
INF789F01406,100741,GR,OMF,9.00,76.08
INF846K01K27,125352,DR,OMF,9.72,44.74
INF789F01745,102396,DR,OMF,9.33,76.35
INF789F01901,102536,DP,OMF,9.00,17.00
INF789F01950,100650,DR,OMF,9.00,51.39
INF179KC1AV1,141921,DP,OMF,9.92,17.42
INF179KC1AU3,141924,GR,OMF,9.33,23.75
INF179KC1AP3,148608,DP,OMF,9.00,21.43
INF179KC1AY5,141922,DP,OMF,10.05,15.61
INF109KC1P08,148654,DR,OMF,9.00,17.72
INF179K01459,105543,DP,OMF,9.00,10.15
INF209K01CI6,112087,DR,OMF,9.00,11.05
INF209K01CN6,101591,DR,OMF,9.39,58.12
INF209K01CS5,103308,DR,OMF,11.38,24.57
INF209K01DF0,101816,DR,OMF,9.00,16.46
INF204K01935,102433,DP,OMF,9.00,119.86
INF200K01115,101551,DP,OMF,9.00,66.40
INF179K01AM7,101585,GR,OMF,9.00,67.27
INF200K01255,103114,DP,OMF,9.00,119.44
INF179K01AS4,102948,GR,OMF,9.00,113.56
INF109K01464,100354,GR,OMF,9.00,932.11
INF200K01271,103034,GR,OMF,9.00,390.99
INF200K01636,102503,GR,GMF,10.00,44.03
INF200K01891,100928,DR,OMF,9.00,22.04
INF200K01180,103504,GR,OMF,9.00,94.23
INF204K01GE7,104637,GR,OMF,9.00,122.71
INF204K01BU4,109720,GR,GMF,10.00,39.27
INF204K01FH2,102174,DR,OMF,9.00,12.23
INF109K01JO1,101617,DP,OMF,9.00,105.57
INF109K01TP7,115092,GR,OMF,9.00,29.49
INF109K01TQ5,115094,DR,OMF,9.00,10.66
INF109K01TR3,115094,DP,OMF,9.00,10.66
INF109K01TS1,115091,DR,OMF,9.00,11.00
INF109K01TT9,115091,DP,OMF,9.00,11.00
INF174K01KU0,120163,DP,OMF,9.00,138.87
INF760K01EH6,118277,DR,OMF,9.07,125.23
INF109K01VT5,115505,DR,GMF,10.00,190.95
INF109K01VU3,115505,DP,GMF,10.00,190.95
INF663L01FK1,133838,DP,OMF,9.99,17.68
INF740K01JW6,117061,DP,OMF,9.00,11.26
INF740K01JV8,117061,DR,OMF,9.00,11.26
INF194KB1IH5,152717,GR,OMF,9.00,10.03
INF179KA1I53,133147,DR,OMF,9.00,24.55
INF179KA1I61,133147,DP,OMF,9.00,24.55
INF179KA1D25,132848,DR,OMF,9.00,20.79
INF843K01HC4,140297,GR,GMF,10.00,25.10
INF044D01781,111642,DP,OMF,10.12,105.05
INF084M01127,132181,DR,OMF,9.00,50.77
INF740KA1MD6,146380,GR,OMF,10.71,27.83
INF760K01AC5,100596,DR,GMF,10.00,14.73
INF174V01150,140447,GR,OMF,9.00,21.45
INF200KA1V76,148943,GR,OMF,10.71,19.50
INF789F01CE6,106425,GR,OMF,9.00,56.67
INF204KA1C22,133572,GR,OMF,9.00,20.43
INF174KA1XD8,153755,GR,OMF,9.00,10.51
INF109K1A252,153546,GR,OMF,9.00,9.54
INF767K01EF5,120263,DP,OMF,9.00,38.53
INF082J01390,147371,GR,OMF,9.00,22.61
INF194KB1IR4,152843,GR,OMF,9.00,11.16
INF174KA1SO5,152765,GR,OMF,9.00,10.76
INF204KA1C30,133569,GR,OMF,9.00,23.50
INF194K01AC7,112330,DP,OMF,9.00,20.21
INF00XX01416,147618,GR,OMF,9.00,13.70
INF00XX01AQ6,148972,GR,OMF,9.66,18.83
INF082J01093,112039,GR,OMF,9.00,85.07
INF397L01166,151936,DP,OMF,10.78,53.61
INF194KB1IW4,152990,GR,OMF,9.00,11.38
INF761K01FF5,148404,GR,OMF,10.51,40.98
INF204K01760,108249,GR,OMF,9.00,72.54
INF917K01981,151057,DP,OMF,9.00,16.45
INF336L01HF0,127071,GR,OMF,10.19,38.77
INF173K01NF7,149550,GR,OMF,9.00,16.27
INF761K01108,110603,GR,OMF,9.00,92.13
INF582M01HO9,149116,GR,GMF,10.00,1307.53
INF761K01124,110598,DR,OMF,9.00,33.55
INF205K01HG7,104488,GR,GMF,10.00,3362.58
INF205K01HM5,104486,GR,GMF,10.00,3816.72
INF209KB1W74,148807,GR,OMF,9.79,25.79
INF740KA1MJ3,146379,GR,OMF,9.00,23.31
INF846K018K6,150854,GR,OMF,9.00,12.90
INF00XX01929,148733,GR,OMF,10.12,25.29
INF789F1AVC9,149802,GR,OMF,9.00,13.82
INF200K01QR6,119719,GR,OMF,9.00,128.89
INF082J01341,141072,GR,OMF,9.00,35.69
INF03VN01209,147311,GR,OMF,9.00,1499.81
INF769K01FV5,148416,GR,OMF,9.00,13.60
INF200KA1T21,148687,DP,OMF,9.00,14.63
INF846K01T44,147828,GR,OMF,9.00,19.34
INF209K01LE6,108166,DP,OMF,12.65,43.96
INF209K01LF3,108167,GR,OMF,9.33,133.55
INF209K01LG1,108166,DR,OMF,12.65,43.96
INF0GCD01503,150513,GR,GMF,10.00,1306.62
INF174KA1IL2,149855,GR,OMF,9.00,13.13
INF846K01EA8,120480,GR,OMF,9.00,35.98
INF194K012B6,118485,GR,OMF,9.00,53.16
INF200KA1A48,146644,GR,OMF,9.00,23.84
INF397L01JK8,152002,GR,OMF,9.79,34.10
INF767K01EZ3,120282,GR,GMF,10.00,67.27
INF204K01EK9,100857,DR,OMF,9.00,11.71
INF959L01CH6,135677,GR,OMF,9.00,44.10
INF247L01AD9,147797,GR,OMF,10.65,24.73
INF204K01KN0,114616,GR,OMF,12.79,53.11
INF204K01AE0,101262,GR,OMF,10.12,384.49
INF109K01U92,120685,GR,OMF,12.99,44.64
INF251K01HH9,150158,DP,OMF,10.45,27.70
INF174K01JZ1,120154,GR,OMF,9.00,69.76
INF173K01HZ7,149570,GR,OMF,9.00,532.01
INF663L01V80,148660,DP,OMF,9.00,10.68
INF109K01Y49,120579,DP,OMF,9.00,362.23
INF109K01U76,120686,DP,OMF,12.99,44.64
INF200K01MG8,106217,GR,OMF,9.00,3764.33
INF336L01NY9,146771,GR,OMF,10.05,29.56
INF740K01LQ4,117692,DP,OMF,10.48,42.45
INF740K01060,108202,GR,OMF,10.45,105.03
INF200K01MP9,106216,DP,OMF,9.00,1622.37
INF200K01MQ7,106216,DR,OMF,9.00,1622.37
INF205KA1312,148754,DR,OMF,9.00,13.34
INF090I01270,100497,DP,OMF,9.00,92.19
INF200K01MO2,106212,GR,OMF,9.00,3699.09
INF846K01VJ3,135120,GR,OMF,9.00,26.21
INF917K01CH6,151063,DP,OMF,9.00,11.08
INF082J01242,141068,GR,OMF,9.00,117.43
INF582M01BU9,129649,GR,OMF,10.71,63.36
INF789F01661,102510,GR,GMF,10.00,65.65
INF090I01AE7,112092,GR,OMF,9.33,148.32
INF090I01742,100522,GR,OMF,9.00,432.69
INF789F01398,100742,DR,OMF,9.00,19.54
INF109K01AH4,102741,GR,OMF,9.00,48.22
INF179K01GE1,107525,DP,OMF,9.72,20.63
INF200KA1S30,148698,GR,OMF,9.00,19.99
INF090I01296,100496,GR,OMF,9.00,700.14
INF109K01605,101127,DP,OMF,9.00,327.12
INF109KC1E01,147347,DP,OMF,9.00,19.61
INF174V01218,140620,GR,OMF,9.00,1732.68
INF194K01Z69,118478,DR,OMF,9.00,28.13
INF109KC1R14,148990,GR,OMF,9.00,20.93
INF277K019Y3,148053,GR,OMF,9.00,27.95
INF109K01W09,120687,DP,OMF,9.00,77.39
INF189A01053,100668,DP,OMF,9.00,204.33
INF209K01611,111812,DP,OMF,9.00,16.52
INF109K01EQ7,100348,DP,OMF,9.00,29.78
INF090I01GX4,118493,DR,OMF,9.00,107.08
INF917K01RI2,151142,GR,OMF,10.39,47.92
INF843K01369,140232,DR,GMF,10.00,28.38
INF663L01V72,148657,GR,OMF,9.00,15.00
INF277K019A3,135810,GR,OMF,9.00,38.11
INF109K01Y98,120588,DP,OMF,9.00,153.83
INF760K01GM1,118317,GR,OMF,9.00,4307.16
INF754K01MJ8,142384,DR,OMF,10.12,31.33
INF174KA1FR5,148661,GR,OMF,11.63,28.36
INF200K01206,101295,DR,OMF,9.00,74.13
INF200KA1T96,148762,GR,OMF,10.72,24.28
INF582M01120,115290,DP,OMF,9.59,28.93
INF846K01VQ8,135123,DR,OMF,9.00,11.12
INF173K01FQ0,149669,GR,OMF,9.00,428.91
INF209KB1T61,148538,DR,OMF,9.00,21.68
INF740K01OI5,119253,DP,OMF,10.48,82.55
INF209KB1O25,147409,GR,OMF,9.00,38.55
INF740KA1PN8,148597,DP,OMF,9.00,16.38
INF090I01866,100524,DR,OMF,9.53,37.22
INF204KA14G8,134924,DR,OMF,9.73,40.33
INF582M01CA9,129648,DP,OMF,11.98,43.57
INF789F01687,100806,DR,OMF,9.00,251.29
INF179K01723,106839,DR,OMF,9.00,10.16
INF109K01BA7,103313,DR,OMF,9.00,37.45
INF173K01FN7,149668,DP,OMF,9.00,85.09
INF174V01481,142107,DR,OMF,10.05,26.76
INF204K01B73,118800,DR,OMF,9.00,15.30
INF205K01NR2,120417,DP,OMF,9.00,31.87
INF204K01KO8,114617,DP,OMF,13.53,53.11
INF846K01Z38,148955,DP,OMF,11.05,19.16
INF740K01052,108203,DR,OMF,11.71,30.86
INF767K01097,100332,DP,OMF,9.00,32.11
INF090I01825,100549,DP,OMF,9.00,28.36
INF090I01833,100549,DR,OMF,9.00,28.36
INF090I01817,100550,GR,OMF,9.00,267.34
INF209KB1N91,147407,GR,OMF,9.00,34.67
INF090I01FE6,118537,GR,OMF,9.00,481.01
INF760K01GA6,118311,DR,OMF,9.00,16.05
INF209KA1YL8,133514,DP,OMF,9.46,24.27
INF090I01GW6,118493,DP,OMF,9.00,107.08
INF173K01189,149532,GR,OMF,9.00,161.10
INF1MIY01031,153543,GR,OMF,9.00,10.56
INF174KA1XM9,153875,GR,OMF,9.00,10.49
INF209K01470,103475,DP,OMF,10.18,29.41
INF200KB1787,153554,GR,OMF,9.00,9.65
INF740K01045,108203,DP,OMF,11.71,30.86
INF090I01940,103679,DR,OMF,9.00,23.47
INF090I01DG6,100528,GR,OMF,9.00,105.81
INF205K01122,105603,GR,OMF,9.00,33.84
INF740K01268,106596,DP,OMF,16.28,29.85
INF277K01CS2,113134,DP,OMF,9.00,82.64
INF277K01CW4,113134,DR,OMF,9.00,82.64
INF846K01S45,147668,DR,OMF,9.00,21.31
INF173K01EK6,149533,GR,OMF,9.00,180.09
INF200K01966,102206,DP,OMF,9.00,19.59
INF200K01974,102206,DR,OMF,9.00,19.59
INF200K01958,102205,GR,OMF,9.00,37.37
INF251K01OT0,150251,GR,OMF,9.00,18.05
INF179KC1BK2,148984,DP,OMF,9.47,15.95
INF109K01DY3,109446,DP,OMF,12.65,25.38
INF179KC1JM1,153647,DP,OMF,9.00,10.87
INF1J2R01098,153827,GR,OMF,11.38,12.72
INF903JA1LY0,153667,GR,OMF,9.00,9.71
INF209KB1O66,147846,GR,OMF,12.11,36.42
INF109K01EC7,102595,DP,OMF,9.20,34.81
INF109K01EG8,104686,DP,OMF,9.00,18.10
INF109K01EH6,102529,DP,OMF,11.11,43.58
INF109K01FB6,103150,DP,OMF,10.31,28.84
INF666M01KT3,153704,GR,OMF,9.00,9.61
INF194KB1JB6,153212,GR,OMF,9.00,10.01
INF174V01499,142107,DP,OMF,10.05,26.76
INF251K01993,150157,DR,OMF,10.45,21.58
INF846K01180,112278,DR,OMF,9.00,17.38
INF846K01164,112277,GR,OMF,9.00,59.35
INF903J01F84,129210,DR,OMF,10.38,59.38
INF22M001051,153790,GR,OMF,9.00,10.54
